SG_PARTIDO,SG_UF,DS_CARGO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,DS_OCUPACAO
PSD,SE,GOVERNADOR,58,MASCULINO,SUPERIOR COMPLETO,BRANCA,GOVERNADOR
PR,SE,DEPUTADO ESTADUAL,27,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,ADMINISTRADOR
PODE,SE,DEPUTADO ESTADUAL,64,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS
PSC,SE,DEPUTADO ESTADUAL,48,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
SOLIDARIEDADE,SE,DEPUTADO FEDERAL,36,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PPS,SE,DEPUTADO ESTADUAL,35,MASCULINO,SUPERIOR COMPLETO,PARDA,ADVOGADO
PSD,SE,DEPUTADO ESTADUAL,40,FEMININO,SUPERIOR COMPLETO,PARDA,ADVOGADO
PTB,SE,DEPUTADO ESTADUAL,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PT,SE,DEPUTADO ESTADUAL,62,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PR,SE,DEPUTADO ESTADUAL,50,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,EMPRESÁRIO
REDE,SE,DEPUTADO ESTADUAL,37,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PODE,SE,DEPUTADO ESTADUAL,53,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
MDB,SE,DEPUTADO ESTADUAL,62,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PSD,SE,DEPUTADO ESTADUAL,38,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,OUTROS
PT,SE,SENADOR,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO SUPERIOR
PPS,SE,DEPUTADO ESTADUAL,58,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,TÉCNICO EM EDIFICAÇÕES
MDB,SE,DEPUTADO ESTADUAL,63,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSC,SE,DEPUTADO ESTADUAL,36,MASCULINO,SUPERIOR INCOMPLETO,PARDA,VEREADOR
PT,SE,DEPUTADO ESTADUAL,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL
PSD,SE,DEPUTADO ESTADUAL,57,FEMININO,SUPERIOR COMPLETO,BRANCA,OUTROS
PSC,SE,DEPUTADO FEDERAL,49,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS
PSD,SE,DEPUTADO ESTADUAL,61,MASCULINO,SUPERIOR COMPLETO,PARDA,SERVIDOR PÚBLICO ESTADUAL
PSB,SE,DEPUTADO ESTADUAL,61,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSC,SE,DEPUTADO ESTADUAL,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
REDE,SE,SENADOR,43,MASCULINO,SUPERIOR COMPLETO,PARDA,POLICIAL CIVIL
PR,SE,DEPUTADO FEDERAL,68,MASCULINO,SUPERIOR INCOMPLETO,PARDA,ADMINISTRADOR
PSD,SE,DEPUTADO FEDERAL,41,MASCULINO,SUPERIOR COMPLETO,PARDA,ADMINISTRADOR
PSC,SE,DEPUTADO ESTADUAL,64,MASCULINO,SUPERIOR COMPLETO,PARDA,MÉDICO
PDT,SE,DEPUTADO FEDERAL,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PP,SE,DEPUTADO FEDERAL,59,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
MDB,SE,DEPUTADO FEDERAL,41,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,DEPUTADO
PT,SE,DEPUTADO FEDERAL,51,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
REDE,SE,DEPUTADO ESTADUAL,30,FEMININO,SUPERIOR COMPLETO,PARDA,VEREADOR
PSL,SP,DEPUTADO FEDERAL,64,MASCULINO,SUPERIOR COMPLETO,BRANCA,MEMBRO DAS FORÇAS ARMADAS
PT,SP,DEPUTADO FEDERAL,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO SUPERIOR
MDB,SP,DEPUTADO FEDERAL,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
DEM,SP,DEPUTADO ESTADUAL,76,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSDB,SP,DEPUTADO FEDERAL,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,SP,DEPUTADO ESTADUAL,58,FEMININO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL
PPS,SP,DEPUTADO FEDERAL,39,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSDB,SP,DEPUTADO ESTADUAL,44,FEMININO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PRB,SP,DEPUTADO FEDERAL,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PR,SP,DEPUTADO ESTADUAL,53,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS
REDE,SP,DEPUTADO ESTADUAL,31,FEMININO,SUPERIOR COMPLETO,BRANCA,GERENTE
PODE,SP,DEPUTADO FEDERAL,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,SP,DEPUTADO ESTADUAL,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
NOVO,SP,DEPUTADO ESTADUAL,30,MASCULINO,SUPERIOR COMPLETO,BRANCA,ECONOMISTA
DEM,SP,DEPUTADO FEDERAL,42,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL
PP,SP,DEPUTADO FEDERAL,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PRB,SP,DEPUTADO FEDERAL,53,FEMININO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR
PR,SP,DEPUTADO FEDERAL,42,FEMININO,SUPERIOR COMPLETO,BRANCA,POLICIAL MILITAR
PSDB,SP,DEPUTADO ESTADUAL,65,MASCULINO,SUPERIOR COMPLETO,BRANCA,SOCIÓLOGO
PT,SP,DEPUTADO FEDERAL,42,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PP,SP,DEPUTADO FEDERAL,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,SP,DEPUTADO ESTADUAL,60,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,SP,DEPUTADO FEDERAL,62,MASCULINO,SUPERIOR COMPLETO,PRETA,DEPUTADO
PSL,SP,DEPUTADO FEDERAL,38,FEMININO,SUPERIOR COMPLETO,BRANCA,GERENTE
PTB,SP,DEPUTADO ESTADUAL,66,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,SP,DEPUTADO ESTADUAL,59,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PR,SP,DEPUTADO FEDERAL,63,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSD,SP,DEPUTADO FEDERAL,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR
PSDB,SP,DEPUTADO ESTADUAL,66,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS
NOVO,SP,DEPUTADO ESTADUAL,31,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
MDB,SP,DEPUTADO ESTADUAL,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PRB,SP,DEPUTADO FEDERAL,56,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,DEPUTADO
PRB,SP,DEPUTADO ESTADUAL,70,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,DONA DE CASA
PT,SP,DEPUTADO ESTADUAL,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO MÉDIO
NOVO,SP,DEPUTADO ESTADUAL,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO SUPERIOR
DEM,SP,DEPUTADO ESTADUAL,49,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO
PSB,SP,DEPUTADO ESTADUAL,48,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PR,SP,DEPUTADO ESTADUAL,25,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PSL,SP,DEPUTADO ESTADUAL,34,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO
PR,SP,DEPUTADO ESTADUAL,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,COMERCIANTE
PSL,SP,DEPUTADO ESTADUAL,32,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,OUTROS
PP,SP,DEPUTADO ESTADUAL,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR
PT,SP,DEPUTADO FEDERAL,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSDB,SP,DEPUTADO ESTADUAL,59,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO
PSDB,SP,DEPUTADO ESTADUAL,67,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,SP,DEPUTADO ESTADUAL,32,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL CIVIL
DEM,SP,DEPUTADO FEDERAL,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSD,SP,DEPUTADO FEDERAL,45,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,DEPUTADO
PSL,SP,DEPUTADO ESTADUAL,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,PRODUTOR AGROPECUÁRIO
PODE,SP,DEPUTADO ESTADUAL,51,MASCULINO,SUPERIOR COMPLETO,BRANCA,FARMACÊUTICO
PP,SP,DEPUTADO ESTADUAL,60,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
DEM,SP,DEPUTADO FEDERAL,42,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,SP,DEPUTADO ESTADUAL,65,MASCULINO,SUPERIOR COMPLETO,BRANCA,JORNALISTA E REDATOR
PT,SP,DEPUTADO ESTADUAL,58,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSDB,SP,DEPUTADO FEDERAL,35,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PODE,SP,DEPUTADO ESTADUAL,70,MASCULINO,SUPERIOR COMPLETO,BRANCA,JORNALISTA E REDATOR
PR,SP,DEPUTADO ESTADUAL,54,FEMININO,SUPERIOR COMPLETO,BRANCA,POLICIAL CIVIL
SOLIDARIEDADE,SP,DEPUTADO ESTADUAL,38,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR
PSL,SP,DEPUTADO ESTADUAL,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PATRIOTA,SP,DEPUTADO ESTADUAL,42,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSOL,SP,DEPUTADO ESTADUAL,27,FEMININO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PSDB,SP,DEPUTADO FEDERAL,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PRB,SP,DEPUTADO ESTADUAL,39,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
DEM,SP,DEPUTADO ESTADUAL,53,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PV,SP,DEPUTADO FEDERAL,24,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PODE,SP,DEPUTADO FEDERAL,36,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PRB,SP,DEPUTADO FEDERAL,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSOL,SP,DEPUTADO FEDERAL,72,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO
PP,SP,DEPUTADO FEDERAL,36,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,SP,DEPUTADO ESTADUAL,74,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PRB,SP,DEPUTADO ESTADUAL,49,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,OUTROS
PSOL,SP,DEPUTADO FEDERAL,29,FEMININO,SUPERIOR COMPLETO,BRANCA,OUTROS
PSB,SP,DEPUTADO ESTADUAL,37,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO
PR,SP,DEPUTADO FEDERAL,53,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,DEPUTADO
NOVO,SP,DEPUTADO FEDERAL,32,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR
PSL,SP,DEPUTADO ESTADUAL,38,FEMININO,SUPERIOR INCOMPLETO,BRANCA,DONA DE CASA
PSL,SP,DEPUTADO FEDERAL,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL MILITAR
PSD,SP,DEPUTADO ESTADUAL,62,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PHS,SP,DEPUTADO ESTADUAL,46,FEMININO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PC do B,SP,DEPUTADO FEDERAL,47,MASCULINO,SUPERIOR INCOMPLETO,PRETA,DEPUTADO
PSDB,SP,DEPUTADO FEDERAL,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
MDB,SP,DEPUTADO ESTADUAL,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PRB,SP,DEPUTADO FEDERAL,58,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PODE,SP,DEPUTADO ESTADUAL,67,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,ADMINISTRADOR
PSL,SP,DEPUTADO FEDERAL,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO FEDERAL
PSL,SP,DEPUTADO ESTADUAL,44,FEMININO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
DEM,SP,DEPUTADO ESTADUAL,42,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
DEM,SP,DEPUTADO ESTADUAL,32,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,COMERCIANTE
PR,SP,DEPUTADO FEDERAL,49,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PDT,SP,DEPUTADO ESTADUAL,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,CONTADOR
PSL,SP,DEPUTADO FEDERAL,38,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
AVANTE,SP,DEPUTADO ESTADUAL,49,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL MILITAR
PSD,SP,DEPUTADO ESTADUAL,42,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,OUTROS
PSL,SP,DEPUTADO ESTADUAL,64,MASCULINO,SUPERIOR INCOMPLETO,PRETA,MILITAR REFORMADO
PSL,SP,DEPUTADO FEDERAL,40,FEMININO,SUPERIOR COMPLETO,BRANCA,JORNALISTA E REDATOR
PSDB,SP,DEPUTADO FEDERAL,59,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSOL,SP,DEPUTADO ESTADUAL,32,FEMININO,SUPERIOR COMPLETO,PRETA,OUTROS
SOLIDARIEDADE,SP,DEPUTADO FEDERAL,62,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PDT,SP,DEPUTADO FEDERAL,25,FEMININO,SUPERIOR COMPLETO,BRANCA,CIENTISTA POLÍTICO
PSL,SP,DEPUTADO ESTADUAL,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL MILITAR
PP,SP,DEPUTADO ESTADUAL,71,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL MILITAR
PT,SP,DEPUTADO ESTADUAL,56,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO
PR,SP,DEPUTADO FEDERAL,59,MASCULINO,SUPERIOR COMPLETO,BRANCA,COMERCIÁRIO
PT,SP,DEPUTADO ESTADUAL,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,JORNALISTA E REDATOR
PT,SP,DEPUTADO FEDERAL,75,MASCULINO,SUPERIOR COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO)
PV,SP,DEPUTADO ESTADUAL,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSDB,SP,DEPUTADO ESTADUAL,35,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO
PROS,SP,DEPUTADO ESTADUAL,47,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS
PSB,SP,DEPUTADO ESTADUAL,30,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,SP,DEPUTADO FEDERAL,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PT,SP,DEPUTADO FEDERAL,69,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO
NOVO,SP,DEPUTADO ESTADUAL,33,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PSDB,SP,DEPUTADO ESTADUAL,57,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PR,SP,DEPUTADO FEDERAL,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES"
PR,SP,DEPUTADO ESTADUAL,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR
PSC,SP,DEPUTADO FEDERAL,62,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,SP,DEPUTADO ESTADUAL,24,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS
PODE,SP,DEPUTADO FEDERAL,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,SP,DEPUTADO FEDERAL,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PSDB,SP,SENADOR,51,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,SP,DEPUTADO ESTADUAL,42,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS
NOVO,SP,DEPUTADO FEDERAL,49,FEMININO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR
DEM,SP,DEPUTADO FEDERAL,22,MASCULINO,SUPERIOR INCOMPLETO,AMARELA,ESCRITOR E CRÍTICO
PRB,SP,DEPUTADO ESTADUAL,54,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PR,SP,DEPUTADO ESTADUAL,49,MASCULINO,SUPERIOR COMPLETO,BRANCA,ANALISTA DE SISTEMAS
DEM,SP,DEPUTADO FEDERAL,45,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR
PP,SP,DEPUTADO ESTADUAL,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PTB,SP,DEPUTADO ESTADUAL,79,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
DEM,SP,DEPUTADO ESTADUAL,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,COMERCIANTE
PP,SP,DEPUTADO FEDERAL,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL MILITAR
PT,SP,DEPUTADO ESTADUAL,60,MASCULINO,SUPERIOR INCOMPLETO,PRETA,DEPUTADO
PSL,SP,DEPUTADO FEDERAL,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR
PSOL,SP,DEPUTADO FEDERAL,84,FEMININO,SUPERIOR COMPLETO,BRANCA,ASSISTENTE SOCIAL
MDB,SP,DEPUTADO ESTADUAL,54,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO
PT,SP,DEPUTADO FEDERAL,59,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
MDB,SP,DEPUTADO FEDERAL,62,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PSB,SP,DEPUTADO ESTADUAL,73,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,SP,DEPUTADO FEDERAL,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,SP,DEPUTADO ESTADUAL,55,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PODE,SP,DEPUTADO ESTADUAL,32,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO
PSL,SP,DEPUTADO ESTADUAL,58,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO
PPS,SP,DEPUTADO ESTADUAL,59,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,OUTROS
DEM,SP,DEPUTADO ESTADUAL,40,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,DEPUTADO
PSL,SP,DEPUTADO ESTADUAL,49,FEMININO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO MUNICIPAL
PRB,SP,DEPUTADO FEDERAL,62,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSOL,SP,DEPUTADO ESTADUAL,37,FEMININO,SUPERIOR COMPLETO,PRETA,ARTISTA PLÁSTICO E ASSEMELHADOS
PSB,SP,DEPUTADO FEDERAL,49,FEMININO,SUPERIOR COMPLETO,BRANCA,JORNALISTA E REDATOR
PSL,SP,DEPUTADO FEDERAL,49,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PSB,SP,DEPUTADO FEDERAL,61,MASCULINO,SUPERIOR COMPLETO,PARDA,PROFESSOR DE ENSINO SUPERIOR
PPS,SP,DEPUTADO ESTADUAL,39,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,OUTROS
PR,SP,DEPUTADO FEDERAL,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PPS,SP,DEPUTADO FEDERAL,63,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,SP,DEPUTADO ESTADUAL,69,MASCULINO,SUPERIOR COMPLETO,AMARELA,POLICIAL MILITAR
PSB,SP,DEPUTADO ESTADUAL,39,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PSDB,SP,DEPUTADO ESTADUAL,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,SP,DEPUTADO ESTADUAL,27,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS
PC do B,SP,DEPUTADO ESTADUAL,74,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,CANTOR E COMPOSITOR
NOVO,SP,DEPUTADO FEDERAL,51,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PRB,SP,DEPUTADO ESTADUAL,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,SP,DEPUTADO FEDERAL,55,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO
PRB,SP,DEPUTADO ESTADUAL,57,MASCULINO,SUPERIOR INCOMPLETO,PARDA,DEPUTADO
PSOL,SP,DEPUTADO ESTADUAL,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,DIRETOR DE ESTABELECIMENTO DE ENSINO
PSDB,SP,DEPUTADO FEDERAL,68,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PSDB,SP,GOVERNADOR,61,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PSL,SP,SENADOR,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,SP,DEPUTADO FEDERAL,53,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,OUTROS
PSB,SP,DEPUTADO ESTADUAL,75,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,TO,DEPUTADO ESTADUAL,58,MASCULINO,SUPERIOR COMPLETO,PARDA,SERVIDOR PÚBLICO FEDERAL
PR,TO,DEPUTADO ESTADUAL,59,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL
PV,TO,DEPUTADO ESTADUAL,70,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO
PT,TO,DEPUTADO ESTADUAL,56,FEMININO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL
PSD,TO,SENADOR,35,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PPS,TO,DEPUTADO ESTADUAL,50,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PSL,TO,DEPUTADO ESTADUAL,36,FEMININO,SUPERIOR COMPLETO,PARDA,VEREADOR
PT,TO,DEPUTADO FEDERAL,65,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
SOLIDARIEDADE,TO,DEPUTADO ESTADUAL,57,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,DEPUTADO
PSC,TO,DEPUTADO FEDERAL,55,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,EMPRESÁRIO
SOLIDARIEDADE,TO,DEPUTADO FEDERAL,30,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,OUTROS
PROS,TO,DEPUTADO ESTADUAL,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO MÉDIO
MDB,TO,DEPUTADO ESTADUAL,37,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
MDB,TO,DEPUTADO FEDERAL,55,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
DEM,TO,DEPUTADO ESTADUAL,59,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSDB,TO,DEPUTADO ESTADUAL,32,MASCULINO,SUPERIOR COMPLETO,BRANCA,PRODUTOR AGROPECUÁRIO
PP,TO,DEPUTADO ESTADUAL,64,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PTC,TO,DEPUTADO ESTADUAL,50,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,DEPUTADO
SOLIDARIEDADE,TO,DEPUTADO ESTADUAL,29,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,VEREADOR
DEM,TO,DEPUTADO FEDERAL,54,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSDB,TO,DEPUTADO ESTADUAL,40,FEMININO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PHS,TO,GOVERNADOR,58,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,GOVERNADOR
MDB,TO,DEPUTADO ESTADUAL,48,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,EMPRESÁRIO
SOLIDARIEDADE,TO,SENADOR,52,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS
PR,TO,DEPUTADO FEDERAL,33,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,EMPRESÁRIO
